ID	String	Description	Type	Comment	Link1	Link2
id_a_f_123	BlogzIce/1.0 (+http://icerocket.com; rhodes@icerocket.com)	IceRocket Web search robot	R	s. also BlogSearch ...	http://www.icerocket.com	
id_a_f_124	BlogzIce/1.0 +http://www.icerocket.com/	IceRocket Web search robot	R	s. also BlogSearch ...	http://www.icerocket.com	
id_a_f_310108_1	BloobyBot	Blooby search (beta) robot	R	206.166.206.18x	http://www.blooby.com/	
id_a_f_270507_1	Bloodhound/Nutch-0.9 (Testing Crawler for Research - obeys robots.txt and robots meta tags ; http://balihoo.com/index.aspx; robot at balihoo dot com)	Balihoo - Search Engine for Advertising Media	R	204.228.230.xx	http://balihoo.com/	
id_a_f_125	bluefish 0.6 HTML editor	Bluefish HTML-editor for Linux	B		http://bluefish.openoffice.nl/	
id_a_f_126	BMCLIENT	Part of ButtMan remote access tool		seems to be a Trojan - see link	http://www.glocksoft.com/trojan_list/ButtMan.htm	
id_a_f_120506_1	BMLAUNCHER	Bookmark Express bookmark manager	C	Website is dead - was:	http://www.bookmarkexpress.com/	
id_a_f_127	Bobby/4.0.x RPT-HTTPClient/0.3-3E	Bobby web accessibility desktop testing tool	C		http://bobby.watchfire.com/bobby/html/en/index.jsp	
id_a_f_128	boitho.com-dc/0.xx (http://www.boitho.com/dcbot.html)	Boitho search (Norway) robot via 80.202.212.xx / 80.80.111.xx	R		http://www.boitho.com	
id_a_f_129	boitho.com-robot/1.x	Boitho search (Norway) robot via 80.202.212.xx / 80.80.111.xx	R		http://www.boitho.com	
id_a_f_130	boitho.com-robot/1.x (http://www.boitho.com/bot.html)	Boitho search (Norway) robot via 80.202.212.xx / 80.80.111.xx	R		http://www.boitho.com	
id_a_f_060806_1	Bookdog/x.x	Bookdog - Mac bookmark manager	C		http://www.sheepsystems.com/bookdog/	
id_a_f_131	Bookmark Buddy bookmark checker (http://www.bookmarkbuddy.net/)	Bookmark Buddy - favorite bookmark manager	C		http://www.bookmarkbuddy.net	
id_a_f_132	Bookmark Renewal Check Agent [http://www.bookmark.ne.jp/]	Favourites managing program	C		http://www.bookmark.ne.jp	
id_a_f_230807_1	Bookmark Renewal Check Agent [http://www.bookmark.ne.jp/] (Version 2.0beta)	Favourites managing program	C		http://www.bookmark.ne.jp	
id_a_f_300408_1	BookmarkBase(2/;http://bookmarkbase.com)	Bookmark Base bookmark manager	C		http://www.bookmarkbase.com/	
id_a_f_133	Bot mailto:craftbot@yahoo.com	cybercity.fr user robot / faked user agent ?				
id_a_f_160308_1	BPImageWalker/2.0 (www.bdbrandprotect.com)	BD-Brandprotect copyright infringement crawler	R	72.14.164.1xx	http://www.bdbrandprotect.com/	http://www.bdbrandprotect.com/solutions_5.html
id_a_f_134	BravoBrian bstop.bravobrian.it	BravoBrian bSTOP parental control	P R	s. also BStop	http://bstop.bravobrian.it/	
id_a_f_135	BravoBrian SpiderEngine MarcoPolo	Robot for BravoBrian bSTOP	R	s. also BStop	http://bstop.bravobrian.it/	
id_a_f_220508_1	BrightCrawler (http://www.brightcloud.com/brightcrawler.asp)	BrightCloud web filtering for classifying websites	P R		http://www.brightcloud.com/brightcrawler.asp	
id_a_f_136	BruinBot (+http://webarchive.cs.ucla.edu/bruinbot.html)	Webarchive Project Bruinbot crawler	R		http://webarchive.cs.ucla.edu	
id_a_f_137	BSDSeek/1.0	Inktomi (Hotbot-Lycos NBCi) robot	R		http://www.inktomi.com/	
id_a_f_138	BStop.BravoBrian.it Agent Detector	BravoBrian bSTOP parental control	P R	s. also BravoBrian ..	http://bstop.bravobrian.it/	
id_a_f_139	BTbot/0.x (+http://www.btbot.com/btbot.html)	BitTorrent Search Engine btbot robot	R		http://www.btbot.com	
id_a_f_300408_2	BTWebClient/180B(9704)	µTorrent BitTorrent Client	D		http://www.utorrent.com/	
id_a_f_080407_2	BuildCMS crawler (http://www.buildcms.com/crawler)	BuildCMS crawler - market monitoring project of BuildCMS	R	194.24.253.xx	http://www.buildcms.com/index.php	http://www.buildcms.com/about_us/crawler
id_a_f_051206_4	Bulkfeeds/r1752 (http://bulkfeeds.net/)	Bulkfeeds: RSS directory link checking	C	202.181.96.2xx	http://bulkfeeds.net/	
id_a_f_140	BullsEye	BullsEye/Intelliseek robot	R		http://www.intelliseek.com/be/bullseye.htm	
id_a_f_141	bumblebee@relevare.com	Relevare Portal software robot	R		http://www.relevare.com	
id_a_f_142	BunnySlippers	Microsoft server information robot (see link)	C		http://www.webmasterworld.com/forum11/841.htm	
id_a_f_070606_1	BurstFindCrawler/1.1 (crawler.burstfind.com; http://crawler.burstfind.com; crawler@burstfind.com)	BurstFind search crawler (64.34.172.xx)	R		http://www.burstfind.com/	
id_a_f_143	Buscaplus Robi/1.0 (http://www.buscaplus.com/robi/)	Buscaplus (Spain) robot	R		http://www.buscaplus.com	
id_a_f_050807_2	BW-C-2.0	Logitech Desktop Managers (LDM) Backweb (BW) update check	D		"http://www.logitech.com/index.cfm/494/3041&cl=de,de"	
id_a_f_140508_2	bwh3_user_agent	Basic Web Hacking 3 fake user-agent from Hellbound Hackers challenges	S		http://www.hellboundhackers.org/forum/_basic_web_hacking_3-7-6960_0.html	http://vuau.wordpress.com/2008/03/12/hbh-basic-web-3-switch-user-agent/
id_a_f_140508_3	Cabot/Nutch-0.9 (Amfibi's web-crawling robot; http://www.amfibi.com/cabot/; agent@amfibi.com)	Amfibi Search robot	R	64.111.217.9x	http://www.amfibi.com/	
id_a_f_280508_1	Cabot/Nutch-1.0-dev (Amfibi's web-crawling robot; http://www.amfibi.com/cabot/; agent@amfibi.com)	Amfibi Search robot	R	64.111.217.9x	http://www.amfibi.com/	
id_a_f_140506_4	CamelHttpStream/1.0	Evolution integrated mail solution Camel TCP stream class			http://www.gnome.org/projects/evolution/	http://go-evolution.org/Camel.Stream
id_a_f_144	Cancer Information and Support International;	Some user agent				
id_a_f_110206_1	carleson/1.0	Cosmix project crawler (204.14.48.x / 38.113.234.xxx)	R	s. also - voyager/1.x - cfetch/1.	http://www.cosmixcorp.com/	
id_a_f_145	Carnegie_Mellon_University_Research_WebBOT-->PLEASE READ-->http://www.andrew.cmu.edu/~brgordon/webbot/index.html http://www.andrew.cmu.edu/~brgordon/webbot/index.html	Carnegie Mellon University WebBOT	R		http://www.andrew.cmu.edu	
id_a_f_146	Carnegie_Mellon_University_WebCrawler http://www.andrew.cmu.edu/~brgordon/webbot/index.html	Carnegie Mellon University WebBOT	R		http://www.andrew.cmu.edu	
id_a_f_170206_1	Catall Spider	Catall.de search & web directory (Germany)	R		http://www.catall.de/	
id_a_f_130807_3	CazoodleBot/CazoodleBot-0.1 (CazoodleBot Crawler; http://www.cazoodle.com/cazoodlebot; cazoodlebot@cazoodle.com)	UIUCs Cazoodle search based on MetaQuerier	R	72.36.94.1xx	http://www.cazoodle.com/	http://metaquerier.cs.uiuc.edu/
id_a_f_290308_1	CCBot/1.0 (+http://www.commoncrawl.org/bot.html)	CommonCrawl Foundation search crawler	R	38.103.63.1[6-8]	http://www.commoncrawl.org/faq.htm	
id_a_f_147	ccubee/x.x	Empyreum Ccubee (Czech) search engine solution	R		http://empyreum.com/technologies/ccubee	
id_a_f_010108_2	CDR/1.7.1 Simulator/0.7(+http://timewe.net) Profile/MIDP-1.0 Configuration/CLDC-1.0	Timewe mobile browser (WAP) simulator (Japan)	B	61.142.xx.x[xx]	http://timewe.net/	
id_a_f_291105_6	CE-Preload	Cisco Content Engine	P		http://www.cisco.com/en/US/products/hw/contnetw/index.html	
id_a_f_100408_4	CentiverseBot	Nordic semantic search engine	C	87.72.214.9x	http://www.centiverse-project.net/post/Educating-the-bots.aspx	
id_a_f_180408_2	CentiverseBot - investigator	Nordic semantic search engine	C	87.72.214.9x	http://www.centiverse-project.net/post/Educating-the-bots.aspx	
id_a_f_180408_3	CentiverseBot/3.0 (http://www.centiverse-project.net)	Nordic semantic search engine	C	87.72.214.9x	http://www.centiverse-project.net/post/Educating-the-bots.aspx	
id_a_f_148	Ceramic Tile Installation Guide (http://www.floorstransformed.com)	Floortransformed.com robot (link ckecking ??)	R		http://www.floorstransformed.com	
id_a_f_131208_2	CERN-LineMode/2.15	CERN Line Mode Browser	B		http://www.w3.org/LineMode/	
id_a_f_149	cfetch/1.0	Cosmix project crawler (204.14.48.x / 38.113.234.xxx)	R	s. also - voyager/1.x - carleson/1.x	http://www.cosmixcorp.com	
id_a_f_150	CFNetwork/x.x	MaxOS X CoreFoundation CFNetwork API			http://www.cocoadev.com/index.pl?CFNetwork	
id_a_f_151	cg-eye interactive	cg-eye CGI checker	C		http://www.htmlhelp.com	
id_a_f_152	Charon/1.x (Amiga)	Charon Amiga download manager	D		http://tesla.rcub.bg.ac.yu/%7Eantony/Charon/	
id_a_f_131208_3	Chat Catcher/1.0	Chat Catcher blog monitoring robot	C	69.80.208.2xx	http://chatcatcher.com/cc/	
id_a_f_153	Checkbot/1.xx LWP/5.xx	Checkbot link validation	C		http://degraaff.org/checkbot/	
id_a_f_154	CheckLinks/1.x.x	Checklinks - Perl link checker	C		http://www.jmarshall.com	
id_a_f_155	CheckUrl	NTL user agent			http://www.ntl.com	
id_a_f_156	CheckWeb	CheckWeb link validation	C		http://p.duby.free.fr/chkweb.htm	
id_a_f_030206_2	Chilkat/1.0.0 (+http://www.chilkatsoft.com/ChilkatHttpUA.asp)	Chilkat HTTP component user-agent			http://www.chilkatsoft.com/HttpDotNet.asp	
id_a_f_230506_1	China Local Browse 2.6	Unknown spam bot from telekom.com.my (218.111.83.xxx)	S	see link:	http://linuxreviews.org/webdesign/602_Apache_Webalizer/	
id_a_f_170408_2	Chitika ContentHit 1.0	Chitika Inc. Blog advertising	C	67.15.219.[x]x	http://chitika.com/	
id_a_f_157	ChristCRAWLER 2.0	Christcentral.com Christcrawler (was www.christcrawler.com)	R	- s. also Mozilla/4.0 (compatible; ChristCrawler..)		
id_a_f_010607_2	CHttpClient by Open Text Corporation	CHttpClient - C++ class using WinInet			http://www.codeproject.com/library/lyoulhttpclient.asp	
id_a_f_158	CipinetBot (http://www.cipinet.com/bot.html)	CipinetBot -Cipinet Search Engine Web Crawler	R		http://www.cipinet.com	
id_a_f_130108_1	Cityreview Robot (+http://www.cityreview.org/crawler/)	Cityreview regional search (Germany) link checking	C	88.198.212.5x	http://www.cityreview.de/	http://www.cityreview.org/crawler/
id_a_f_159	CJ Spider/	Commision Junction link checking spider	C		http://www.cj.com/	
id_a_f_050606_1	CJB.NET Proxy	CJB Net anonymous socks proxy service (216.194.70.x)	P		http://proxy.cjb.net/	
id_a_f_160	ClariaBot/1.0	Claria (ex Gator) SearchScout robot (64.152.73.xx)	R	s. also Diamond	http://www.searchscout.com	
id_a_f_161	Claymont.com	Claymont Search robot	R		http://www.claymont.com	
id_a_f_100307_1	CloakDetect/0.9 (+http://fulltext.seznam.cz/)	Seznam Search (Czech Republic) robot	R	212.80.76.xx	http://www.seznam.cz/	
id_a_f_162	Clushbot/2.x (+http://www.clush.com/bot.html)	Clush clustered search robot	R		http://www.clush.com	
id_a_f_163	Clushbot/3.x-BinaryFury (+http://www.clush.com/bot.html)	Clush clustered search robot	R		http://www.clush.com	
id_a_f_164	Clushbot/3.xx-Ajax (+http://www.clush.com/bot.html)	Clush clustered search robot	R		http://www.clush.com	
id_a_f_165	Clushbot/3.xx-Hector (+http://www.clush.com/bot.html)	Clush clustered search robot	R		http://www.clush.com	
id_a_f_166	Clushbot/3.xx-Peleus (+http://www.clush.com/bot.html)	Clush clustered search robot	R		http://www.clush.com	
id_a_f_070506_1	COAST WebMaster Pro/4.x.x.xx (Windows NT)	COAST Webmaster - Web management and maintenance software	C		http://www.extablish.com/cwm.htm	
id_a_f_150306_1	CoBITSProbe	Proposed Content-Based Image Tracking System (CoBITS) P2P crawler	R C		http://www.iis.sinica.edu.tw/~hungchi/CBIT/	
id_a_f_167	Cocoal.icio.us/1.0 (v36) (Mac OS X; http://www.scifihifi.com/cocoalicious)	Cocoa del.icio.us (social bookmarks manager) client for Mac OS X	C		http://www.scifihifi.com	
id_a_f_070209_2	Cogentbot/1.X (+http://www.cogentsoftwaresolutions.com/bot.html)	Cogent Search Bot from Cogent Software Solutions for unknown purposes	R	72.81.252.9x	http://www.cogentsoftwaresolutions.com/bot.html	
id_a_f_168	ColdFusion	Cold Fusion server used by various IPs i.e.: - NetWORLD web catalogue link checking	P C		http://www.networld.com	http://www.macromedia.com/software/coldfusion/
id_a_f_169	ColdFusion (BookmarkTracker.com)	Cold Fusion server used by Bookmark Tracker - online favourites managment	C		http://www.bookmarktracker.com	http://www.macromedia.com/software/coldfusion/
id_a_f_170	collage.cgi/1.xx	WebCollage Syndicator graphics crawler/collector	R D		http://www.webcollage.com	
id_a_f_171	combine/0.0	Combine harvesting & indexing robot	R	130.235.4.xx	http://combine.it.lth.se/	
id_a_f_080406_1	Combine/2.0 http://combine.it.lth.se/	Combine harvesting & indexing robot	R	130.235.4.xx	http://combine.it.lth.se/	
id_a_f_160807_1	Combine/3 http://combine.it.lth.se/	Combine harvesting & indexing robot	R	130.235.4.xx	http://combine.it.lth.se/	
id_a_f_172	Combine/x.0	Combine harvesting & indexing robot	R	130.235.4.xx	http://combine.it.lth.se/	
id_a_f_280606_3	"cometrics-bot, http://www.cometrics.de"	cometrics Web Content Mining solution - Germany	R		http://www.cometrics.de/	
id_a_f_173	Commerce Browser Center	Wildsoft Germany (closed) Internet client system user-agent (was www.oskarweb.de)	B			
id_a_f_240107_1	complex_network_group/Nutch-0.9-dev (discovering the structure of the world-wide-web; http://cantor.ee.ucla.edu/~networks/crawl; nimakhaj@gmail.com)	UCLA Complex Networks Groups Complex Network Analysis	C	216.182.233.1xx	http://cantor.ee.ucla.edu/~networks/	
id_a_f_174	Computer_and_Automation_Research_Institute_Crawler crawler@ilab.sztaki.hu	Hungarian Academy of Sciences data mining search	R		http://www.ilab.sztaki.hu/websearch/	
id_a_f_010406_2	Comrite/0.7.1 (Nutch; http://lucene.apache.org/nutch/bot.html; nutch-agent@lucene.apache.org)	ComRite Chinese Search Engine for Oversea Web Sites (69.248.26.xx)	R	powered by Nutch	http://www.comrite.com/	http://meidong.comrite.com/
id_a_f_175	Contact	unknown				
id_a_f_200307_1	ContactBot/0.2	Probably E-Mail harvesting robot - same as LMQueueBot	S	64.124.152.xx		
id_a_f_291105_7	ContentSmartz	ContentSmartz e-mail harvesting tools	S			
id_a_f_176	contype	Internet Explorer versions 4.x and 5 plugin content	B	NOT Contype mime type managment Perl script	http://support.microsoft.com/default.aspx?scid=kb;en-us;293792	
id_a_f_177	Convera Internet Spider V6.x	Converas RetrievalWare Internet Spider (63.241.61.x)	R	s. also - infoConveraCrawler... - CrawlConvera ...	http://www.convera.com	
id_a_f_178	ConveraCrawler/0.2	Converas RetrievalWare Internet Spider (63.241.61.x)	R	s. also - infoConveraCrawler... - CrawlConvera ...	http://www.convera.com	
id_a_f_051205_1	ConveraCrawler/0.9d (+http://www.authoritativeweb.com/crawl)	Converas RetrievalWare Internet Spider (63.241.61.x)	R	s. also - infoConveraCrawler... - CrawlConvera ...	http://www.convera.com/	
id_a_f_179	ConveraMultiMediaCrawler/0.1 (+http://www.authoritativeweb.com/crawl)	Converas RetrievalWare Internet Spider (63.241.61.x)	R	s. also - infoConveraCrawler... - CrawlConvera ...	http://www.convera.com	
id_a_f_180	CoolBot	Suchmaschine21 (Germany) robot	R		http://www.suchmaschine21.de/	
id_a_f_030110_2	Cooliris/1.5 CFNetwork/459 Darwin/10.0.0d3	Cooliris photo and video browser	B		http://www.cooliris.com/	
id_a_f_040406_1	CoralWebPrx/0.1.1x (See http://coralcdn.org/)	Coral Content Distribution Network	P C		http://coralcdn.org/	
id_a_f_181	cosmos/0.8_(robot@xyleme.com)	Xyleme SA France robot	R		http://www.xyleme.com/en/index.jsp	
id_a_f_182	cosmos/0.9_(robot@xyleme.com)	Xyleme SA France robot	R		http://www.xyleme.com/en/index.jsp	
id_a_f_040607_1	CoteoNutchCrawler/Nutch-0.9 (info [at] coteo [dot] com)	Coteo.com - local French directory link checking	C		http://www.coteo.com/	
id_a_f_030206_3	CougarSearch/0.x (+http://www.cougarsearch.com/faq.shtml)	Cougarsearch.com robot	R		http://www.cougarsearch.com/	
id_a_f_280408_2	Covac TexAs Arachbot	Covac Arachnid Web Crawler	R	s.also ArachBot	http://www.covac-software.com/	
id_a_f_211208_1	"CoverScout%203/3.0.1 CFNetwork/339.5 Darwin/9.5.0 (i386) (iMac5,1)"	CoverScout for iTunes - CD cover search tool	B		http://www.equinux.com/de/products/coverscout/index.html	
id_a_f_183	Cowbot-0.1 (NHN Corp. / +82-2-3011-1954 / nhnbot@naver.com)	Naver Japan / Korea robot	R	s. also Python-urllib/1.15 -  nabot -  NaverBot & dloader	http://www.naver.co.jp	
id_a_f_184	Cowbot-0.1.x (NHN Corp. / +82-2-3011-1954 / nhnbot@naver.com)	Naver Japan / Korea robot	R	s. also Python-urllib/1.15 -  nabot -  NaverBot & dloader	http://www.naver.co.jp	
id_a_f_185	CrawlConvera0.1 (CrawlConvera@yahoo.com)	Converas RetrievalWare Internet Spider	R	s. also - Convera Internet Spider .. - infoConveraCrawler...	http://www.convera.com	
id_a_f_186	Crawler	unknown robot via Level3.net				
id_a_f_187	Crawler (cometsearch@cometsystems.com)	Cometsystems Comet Search robot via Findwhat (now Miva)	R		http://www.cometsystems.com	http://www.miva.com/
id_a_f_188	Crawler admin@crawler.de	Crawler.de / Abacho robot	R		http://www.crawler.de	http://www.abacho.de/
id_a_f_189	Crawler V 0.2.x admin@crawler.de	Crawler.de / Abacho robot	R		http://www.crawler.de	http://www.abacho.de/
id_a_f_190	crawler@alexa.com	Alexa crawler	R		http://www.alexa.com	
id_a_f_191	CrawlerBoy Pinpoint.com	Pinpoint WAP search robot	R		http://www.pinpoint.com	
id_a_f_130506_1	Crawllybot/0.1 (Crawllybot; +http://www.crawlly.com; crawler@crawlly.com)	Crawlly Beta search - Germany (72.232.194.2xx)	R	powered by Nutch	http://www.crawlly.com/	
id_a_f_192	CreativeCommons/0.06-dev (Nutch; http://www.nutch.org/docs/en/bot.html; nutch-agent@lists.sourceforge.net)	Creatice Commons using Nutch open source robot	R		http://www.nutch.org	
id_a_f_030110_3	Cricket-A100/1.0 UP.Browser/6.3.0.7 (GUI) MMP/2.0	Cricket A100 cell phone browser	B		http://www.mycricket.com/cell-phones/details/Cricket-A100	
id_a_f_193	CrocCrawler vx.3 [en] (http://www.croccrawler.com) (X11; I; Linux 2.0.44 i686)	Croccrawler robot	R		http://www.croccrawler.com	
id_a_f_090306_2	csci_b659/0.13	Web mining project from CSCI 659 (computer science course) at Indiana Univerity	R		http://informatics.indiana.edu/fil/Class/b659/	
id_a_f_180906_1	CSE HTML Validator Professional (http://www.htmlvalidator.com/)	CSE HTML Validator for Windows	C		http://www.htmlvalidator.com/	
id_a_f_194	Cuam Ver0.050bx	Cuam - IE based browser	B	site is dead	http://cuam.virtualave.net	
id_a_f_195	Cuasarbot/0.9b http://www.cuasar.com/spider_beta/	Cuasar (Spain) music / ringtone search spider	R		http://www.cuasar.com	
id_a_f_196	curl/7.10.x (i386-redhat-linux-gnu) libcurl/7.10.x OpenSSL/0.9.7a ipv6 zlib/1.1.4	Curl file transferring tool	D		http://curl.haxx.se/	
id_a_f_197	curl/7.7.x (i386--freebsd4.3) libcurl 7.7.x (SSL 0.9.6) (ipv6 enabled)	Curl file transferring tool	D		http://curl.haxx.se/	
id_a_f_198	curl/7.8 (i686-pc-linux-gnu) libcurl 7.8 (OpenSSL 0.9.6)	Curl file transferring tool	D		http://curl.haxx.se/	
id_a_f_199	curl/7.9.x (win32) libcurl 7.9.x	Curl file transferring tool	D		http://curl.haxx.se/	
id_a_f_200	CurryGuide SiteScan 1.1	CurryGuide UK link check robot	R		http://uk.curryguide.com/	
id_a_f_201	Custo x.x (www.netwu.com)	Custo web site spidering tool (link checking)	C	s. also - - Mozilla/5.0 (compatible; Custo 3...	http://www.netwu.com	
id_a_f_202	Custom Spider www.bisnisseek.com /1.0	Bisnisseek (was www.bisnisseek.com) robot	R			
id_a_f_203	Cyberdog/2.0 (Macintosh; 68k)	Cyberdog Mac Browser (was www.cyberdog.org)	B			
id_a_f_260608_2	CyberPatrol SiteCat Webbot (http://www.cyberpatrol.com/cyberpatrolcrawler.asp)	CyberPatrol LLC robot for web filtering software	R	38.103.17.16x	http://www.cyberpatrol.com/cyberpatrolcrawler.asp	
id_a_f_204	CyberSpyder Link Test/2.1.12 (admin@mspennyworth.com)	CyberSpyder Link Test software	C		http://www.cyberspyder.com/cslnkts1.html	
id_a_f_205	CydralSpider/1.x (Cydral Web Image Search; http://www.cydral.com)	Cydral image & site search spider	R		http://www.cydral.com	
id_a_f_060508_1	CydralSpider/3.0 (Cydral Image Search; http://www.cydral.com)	Cydral image & site search spider	R		http://www.cydral.com	
id_a_f_206	DA 3.5 (www.lidan.com)	Downloadaccelerator download manager	D		http://www.downloadaccelerator.com	
